strategy,target,guessCount,duration,success
quadProb,1821,3001,0,FALSE
randSampling,2047,155,1,TRUE
linear,2047,2047,0,TRUE
quadProb,2047,3001,0,FALSE
randSampling,2683,2778,1,TRUE
linear,2683,2683,1,TRUE
quadProb,2683,3001,0,FALSE
randSampling,2210,561,1,TRUE
linear,2210,2210,0,TRUE
quadProb,2210,3001,0,FALSE
randSampling,2144,1898,1,TRUE
linear,2144,2144,0,TRUE
quadProb,2144,3001,0,FALSE
randSampling,1975,2834,1,TRUE
linear,1975,1975,1,TRUE
quadProb,1975,3001,0,FALSE
randSampling,2179,2085,1,TRUE
linear,2179,2179,1,TRUE
quadProb,2179,3001,0,FALSE
randSampling,216,1844,1,TRUE
linear,216,216,0,TRUE
quadProb,216,655,1,TRUE
randSampling,1513,2934,1,TRUE
linear,1513,1513,6,TRUE
quadProb,1513,3001,0,FALSE
randSampling,993,1629,1,TRUE
linear,993,993,0,TRUE
quadProb,993,3001,0,FALSE
randSampling,451,2581,1,TRUE
linear,451,451,1,TRUE
quadProb,451,3001,0,FALSE
randSampling,1585,2839,1,TRUE
linear,1585,1585,1,TRUE
quadProb,1585,3001,0,FALSE
randSampling,880,2453,1,TRUE
linear,880,880,0,TRUE
quadProb,880,3001,0,FALSE
randSampling,2018,2722,1,TRUE
linear,2018,2018,2,TRUE
quadProb,2018,3001,0,FALSE
randSampling,2203,2121,2,TRUE
linear,2203,2203,1,TRUE
quadProb,2203,3001,0,FALSE
randSampling,1243,2805,1,TRUE
linear,1243,1243,7,TRUE
quadProb,1243,3001,0,FALSE
randSampling,144,232,1,TRUE
linear,144,144,1,TRUE
quadProb,144,367,1,TRUE
randSampling,2277,2383,2,TRUE
linear,2277,2277,2,TRUE
quadProb,2277,12,1,TRUE
randSampling,1764,2353,1,TRUE
linear,1764,1764,1,TRUE
quadProb,1764,3001,0,FALSE
randSampling,2310,2279,1,TRUE
linear,2310,2310,2,TRUE
quadProb,2310,3001,0,FALSE
randSampling,1352,2520,1,TRUE
linear,1352,1352,1,TRUE
quadProb,1352,3001,0,FALSE
randSampling,1627,2917,1,TRUE
linear,1627,1627,1,TRUE
quadProb,1627,22,1,TRUE
randSampling,1419,2633,10,TRUE
linear,1419,1419,0,TRUE
quadProb,1419,3001,0,FALSE
randSampling,296,79,3,TRUE
linear,296,296,0,TRUE
quadProb,296,3001,0,FALSE
randSampling,253,2590,1,TRUE
linear,253,253,0,TRUE
quadProb,253,3001,0,FALSE
randSampling,969,198,1,TRUE
linear,969,969,1,TRUE
quadProb,969,3001,0,FALSE
randSampling,86,1993,1,TRUE
linear,86,86,1,TRUE
quadProb,86,3001,0,FALSE
randSampling,1408,1288,1,TRUE
linear,1408,1408,0,TRUE
quadProb,1408,3001,0,FALSE
randSampling,2944,1184,1,TRUE
linear,2944,2944,2,TRUE
quadProb,2944,3001,0,FALSE
randSampling,684,1629,4,TRUE
linear,684,684,5,TRUE
quadProb,684,3001,0,FALSE
randSampling,437,2889,5,TRUE
linear,437,437,3,TRUE
quadProb,437,3001,0,FALSE
randSampling,1679,2349,3,TRUE
linear,1679,1679,4,TRUE
quadProb,1679,3001,0,FALSE
randSampling,2311,983,2,TRUE
linear,2311,2311,2,TRUE
quadProb,2311,3001,0,FALSE
randSampling,833,2404,4,TRUE
linear,833,833,2,TRUE
quadProb,833,3001,0,FALSE
randSampling,2367,575,1,TRUE
linear,2367,2367,4,TRUE
quadProb,2367,112,3,TRUE
randSampling,1575,816,2,TRUE
linear,1575,1575,1,TRUE
quadProb,1575,3001,0,FALSE
randSampling,2473,2345,6,TRUE
linear,2473,2473,1,TRUE
quadProb,2473,3001,0,FALSE
randSampling,1822,1161,4,TRUE
linear,1822,1822,1,TRUE
quadProb,1822,3001,0,FALSE
randSampling,2607,277,1,TRUE
linear,2607,2607,1,TRUE
quadProb,2607,3001,0,FALSE
randSampling,702,1188,3,TRUE
linear,702,702,1,TRUE
quadProb,702,3001,0,FALSE
randSampling,288,2993,1,TRUE
linear,288,288,1,TRUE
quadProb,288,3001,0,FALSE
randSampling,2338,2233,1,TRUE
linear,2338,2338,1,TRUE
quadProb,2338,103,1,TRUE
randSampling,683,2870,1,TRUE
linear,683,683,0,TRUE
quadProb,683,3001,0,FALSE
randSampling,1425,492,1,TRUE
linear,1425,1425,1,TRUE
quadProb,1425,3001,0,FALSE
randSampling,102,2371,1,TRUE
linear,102,102,0,TRUE
quadProb,102,3001,0,FALSE
randSampling,2917,2147,5,TRUE
linear,2917,2917,1,TRUE
quadProb,2917,3001,0,FALSE
randSampling,1088,1051,1,TRUE
linear,1088,1088,5,TRUE
quadProb,1088,3001,0,FALSE
randSampling,2713,871,1,TRUE
linear,2713,2713,0,TRUE
quadProb,2713,3001,0,FALSE
randSampling,213,584,1,TRUE
linear,213,213,1,TRUE
quadProb,213,3001,0,FALSE
randSampling,1244,1318,1,TRUE
linear,1244,1244,1,TRUE
quadProb,1244,85,0,TRUE
randSampling,774,2137,1,TRUE
linear,774,774,0,TRUE
quadProb,774,3001,0,FALSE
randSampling,2183,2848,1,TRUE
linear,2183,2183,2,TRUE
quadProb,2183,3001,0,FALSE
randSampling,948,23,1,TRUE
linear,948,948,0,TRUE
quadProb,948,3001,0,FALSE
randSampling,491,240,1,TRUE
linear,491,491,1,TRUE
quadProb,491,3001,0,FALSE
randSampling,2410,1248,5,TRUE
linear,2410,2410,1,TRUE
quadProb,2410,163,1,TRUE
randSampling,1223,1855,1,TRUE
linear,1223,1223,2,TRUE
quadProb,1223,235,0,TRUE
randSampling,763,2705,1,TRUE
linear,763,763,0,TRUE
quadProb,763,3001,0,FALSE
randSampling,2921,2530,1,TRUE
linear,2921,2921,0,TRUE
quadProb,2921,3001,0,FALSE
randSampling,834,1925,3,TRUE
linear,834,834,1,TRUE
quadProb,834,3001,0,FALSE
randSampling,1807,1816,1,TRUE
linear,1807,1807,0,TRUE
quadProb,1807,3001,0,FALSE
randSampling,1347,1869,1,TRUE
linear,1347,1347,0,TRUE
quadProb,1347,3001,0,FALSE
randSampling,2600,502,1,TRUE
linear,2600,2600,5,TRUE
quadProb,2600,3001,0,FALSE
randSampling,468,2982,1,TRUE
linear,468,468,0,TRUE
quadProb,468,3001,0,FALSE
randSampling,1752,668,1,TRUE
linear,1752,1752,0,TRUE
quadProb,1752,3001,0,FALSE
randSampling,1632,50,1,TRUE
linear,1632,1632,0,TRUE
quadProb,1632,3001,0,FALSE
randSampling,400,2147,1,TRUE
linear,400,400,0,TRUE
quadProb,400,3001,0,FALSE
randSampling,1025,1083,1,TRUE
linear,1025,1025,0,TRUE
quadProb,1025,3001,0,FALSE
randSampling,1030,2765,1,TRUE
linear,1030,1030,2,TRUE
quadProb,1030,3001,0,FALSE
randSampling,2137,457,1,TRUE
linear,2137,2137,0,TRUE
quadProb,2137,3001,0,FALSE
randSampling,2647,1801,1,TRUE
linear,2647,2647,1,TRUE
quadProb,2647,3001,0,FALSE
randSampling,326,1455,1,TRUE
linear,326,326,2,TRUE
quadProb,326,3001,0,FALSE
randSampling,826,2111,1,TRUE
linear,826,826,1,TRUE
quadProb,826,3001,0,FALSE
randSampling,2631,2452,1,TRUE
linear,2631,2631,1,TRUE
quadProb,2631,3001,0,FALSE
randSampling,1286,385,1,TRUE
linear,1286,1286,1,TRUE
quadProb,1286,3001,0,FALSE
randSampling,1704,2917,1,TRUE
linear,1704,1704,0,TRUE
quadProb,1704,3001,0,FALSE
randSampling,1451,1975,1,TRUE
linear,1451,1451,1,TRUE
quadProb,1451,3001,0,FALSE
randSampling,2645,362,1,TRUE
linear,2645,2645,1,TRUE
quadProb,2645,3001,0,FALSE
randSampling,46,2303,2,TRUE
linear,46,46,0,TRUE
quadProb,46,3001,0,FALSE
randSampling,528,2235,1,TRUE
linear,528,528,0,TRUE
quadProb,528,189,0,TRUE
randSampling,2682,2194,4,TRUE
linear,2682,2682,3,TRUE
quadProb,2682,3001,0,FALSE
randSampling,744,864,1,TRUE
linear,744,744,1,TRUE
quadProb,744,3001,0,FALSE
randSampling,1273,2203,3,TRUE
linear,1273,1273,1,TRUE
quadProb,1273,375,1,TRUE
randSampling,77,2953,1,TRUE
linear,77,77,2,TRUE
quadProb,77,3001,0,FALSE
randSampling,2011,1381,3,TRUE
linear,2011,2011,1,TRUE
quadProb,2011,3001,0,FALSE
randSampling,2302,2915,1,TRUE
linear,2302,2302,0,TRUE
quadProb,2302,114,0,TRUE
randSampling,1007,1736,2,TRUE
linear,1007,1007,0,TRUE
quadProb,1007,3001,0,FALSE
randSampling,1207,1457,1,TRUE
linear,1207,1207,1,TRUE
quadProb,1207,3001,0,FALSE
randSampling,2905,1475,1,TRUE
linear,2905,2905,1,TRUE
quadProb,2905,3001,0,FALSE
randSampling,1345,2420,1,TRUE
linear,1345,1345,1,TRUE
quadProb,1345,3001,0,FALSE
randSampling,1237,634,1,TRUE
linear,1237,1237,0,TRUE
quadProb,1237,3001,0,FALSE
randSampling,73,213,1,TRUE
linear,73,73,1,TRUE
quadProb,73,3001,0,FALSE
randSampling,1428,2177,1,TRUE
linear,1428,1428,1,TRUE
quadProb,1428,3001,0,FALSE
randSampling,1113,1175,1,TRUE
linear,1113,1113,0,TRUE
quadProb,1113,274,0,TRUE
randSampling,1543,2038,1,TRUE
linear,1543,1543,0,TRUE
quadProb,1543,3001,0,FALSE
randSampling,2671,2498,2,TRUE
linear,2671,2671,1,TRUE
quadProb,2671,3001,0,FALSE
randSampling,1458,479,1,TRUE
linear,1458,1458,1,TRUE
quadProb,1458,3001,0,FALSE
randSampling,2885,2656,1,TRUE
linear,2885,2885,0,TRUE
quadProb,2885,3001,0,FALSE
randSampling,2435,2265,1,TRUE
linear,2435,2435,1,TRUE
quadProb,2435,3001,0,FALSE
randSampling,607,2011,1,TRUE
linear,607,607,0,TRUE
quadProb,607,3001,0,FALSE
randSampling,1544,2695,1,TRUE
linear,1544,1544,1,TRUE
quadProb,1544,3001,0,FALSE
randSampling,429,2231,5,TRUE
linear,429,429,1,TRUE
quadProb,429,3001,0,FALSE
randSampling,437,713,1,TRUE
linear,437,437,1,TRUE
quadProb,437,3001,0,FALSE
randSampling,1402,698,2,TRUE
linear,1402,1402,3,TRUE
quadProb,1402,3001,0,FALSE
randSampling,2266,1845,3,TRUE
linear,2266,2266,2,TRUE
quadProb,2266,3001,0,FALSE
randSampling,695,156,2,TRUE
linear,695,695,2,TRUE
quadProb,695,3001,0,FALSE
randSampling,2189,702,3,TRUE
linear,2189,2189,2,TRUE
quadProb,2189,3001,0,FALSE
randSampling,2167,2183,3,TRUE
linear,2167,2167,2,TRUE
quadProb,2167,3001,0,FALSE
randSampling,2254,693,3,TRUE
linear,2254,2254,1,TRUE
quadProb,2254,3001,0,FALSE
randSampling,1055,2471,1,TRUE
linear,1055,1055,9,TRUE
quadProb,1055,3001,0,FALSE
randSampling,1591,1483,4,TRUE
linear,1591,1591,3,TRUE
quadProb,1591,3001,0,FALSE
randSampling,2653,1500,2,TRUE
linear,2653,2653,2,TRUE
quadProb,2653,3001,0,FALSE
randSampling,307,487,2,TRUE
linear,307,307,1,TRUE
quadProb,307,229,1,TRUE
randSampling,2291,2714,1,TRUE
linear,2291,2291,1,TRUE
quadProb,2291,3001,0,FALSE
randSampling,461,1379,4,TRUE
linear,461,461,1,TRUE
quadProb,461,3001,0,FALSE
randSampling,425,566,1,TRUE
linear,425,425,1,TRUE
quadProb,425,3001,0,FALSE
randSampling,1447,2985,1,TRUE
linear,1447,1447,1,TRUE
quadProb,1447,3001,0,FALSE
randSampling,428,2521,1,TRUE
linear,428,428,0,TRUE
quadProb,428,215,1,TRUE
randSampling,324,17,1,TRUE
linear,324,324,0,TRUE
quadProb,324,3001,0,FALSE
randSampling,1714,2431,4,TRUE
linear,1714,1714,1,TRUE
quadProb,1714,87,1,TRUE
randSampling,1483,1444,1,TRUE
linear,1483,1483,1,TRUE
quadProb,1483,3001,0,FALSE
randSampling,1306,102,1,TRUE
linear,1306,1306,1,TRUE
quadProb,1306,49,1,TRUE
randSampling,1787,1249,1,TRUE
linear,1787,1787,0,TRUE
quadProb,1787,3001,0,FALSE
randSampling,1240,92,1,TRUE
linear,1240,1240,0,TRUE
quadProb,1240,3001,0,FALSE
randSampling,1230,2605,1,TRUE
linear,1230,1230,1,TRUE
quadProb,1230,3001,0,FALSE
randSampling,286,454,2,TRUE
linear,286,286,1,TRUE
quadProb,286,3001,0,FALSE
randSampling,1308,2399,1,TRUE
linear,1308,1308,1,TRUE
quadProb,1308,3001,0,FALSE
randSampling,236,1092,1,TRUE
linear,236,236,1,TRUE
quadProb,236,3001,0,FALSE
randSampling,2467,2203,2,TRUE
linear,2467,2467,1,TRUE
quadProb,2467,3001,0,FALSE
randSampling,40,1750,1,TRUE
linear,40,40,1,TRUE
quadProb,40,3001,0,FALSE
randSampling,1061,2347,1,TRUE
linear,1061,1061,0,TRUE
quadProb,1061,3001,0,FALSE
randSampling,1580,1242,1,TRUE
linear,1580,1580,5,TRUE
quadProb,1580,3001,0,FALSE
randSampling,2818,770,1,TRUE
linear,2818,2818,0,TRUE
quadProb,2818,3001,0,FALSE
randSampling,2613,1111,1,TRUE
linear,2613,2613,0,TRUE
quadProb,2613,3001,0,FALSE
randSampling,2385,2579,1,TRUE
linear,2385,2385,1,TRUE
quadProb,2385,3001,0,FALSE
randSampling,1927,1190,1,TRUE
linear,1927,1927,0,TRUE
quadProb,1927,3001,0,FALSE
randSampling,174,2530,1,TRUE
linear,174,174,5,TRUE
quadProb,174,3001,0,FALSE
randSampling,2330,2064,1,TRUE
linear,2330,2330,1,TRUE
quadProb,2330,3001,0,FALSE
randSampling,585,1555,1,TRUE
linear,585,585,0,TRUE
quadProb,585,3001,0,FALSE
randSampling,2439,1759,1,TRUE
linear,2439,2439,0,TRUE
quadProb,2439,3001,0,FALSE
randSampling,184,1360,1,TRUE
linear,184,184,1,TRUE
quadProb,184,3001,0,FALSE
randSampling,298,626,1,TRUE
linear,298,298,7,TRUE
quadProb,298,3001,0,FALSE
randSampling,2987,1057,1,TRUE
linear,2987,2987,1,TRUE
quadProb,2987,3001,0,FALSE
randSampling,393,65,1,TRUE
linear,393,393,1,TRUE
quadProb,393,3001,0,FALSE
randSampling,1055,1608,1,TRUE
linear,1055,1055,0,TRUE
quadProb,1055,3001,0,FALSE
randSampling,2202,2318,1,TRUE
linear,2202,2202,2,TRUE
quadProb,2202,3001,0,FALSE
randSampling,381,2858,1,TRUE
linear,381,381,1,TRUE
quadProb,381,3001,0,FALSE
randSampling,859,1087,1,TRUE
linear,859,859,1,TRUE
quadProb,859,3001,0,FALSE
randSampling,238,1040,1,TRUE
linear,238,238,6,TRUE
quadProb,238,3001,0,FALSE
randSampling,928,2385,1,TRUE
linear,928,928,0,TRUE
quadProb,928,3001,0,FALSE
randSampling,1086,1284,2,TRUE
linear,1086,1086,1,TRUE
quadProb,1086,3001,0,FALSE
randSampling,485,512,1,TRUE
linear,485,485,0,TRUE
quadProb,485,3001,0,FALSE
randSampling,1437,1794,1,TRUE
linear,1437,1437,0,TRUE
quadProb,1437,3001,0,FALSE
randSampling,328,1888,1,TRUE
linear,328,328,1,TRUE
quadProb,328,3001,0,FALSE
randSampling,618,2268,1,TRUE
linear,618,618,0,TRUE
quadProb,618,3001,0,FALSE
randSampling,269,2636,1,TRUE
linear,269,269,1,TRUE
quadProb,269,3001,0,FALSE
randSampling,1361,1264,1,TRUE
linear,1361,1361,0,TRUE
quadProb,1361,29,3,TRUE
randSampling,1495,1625,1,TRUE
linear,1495,1495,1,TRUE
quadProb,1495,3001,0,FALSE
randSampling,822,1943,1,TRUE
linear,822,822,0,TRUE
quadProb,822,3001,0,FALSE
randSampling,2291,1165,1,TRUE
linear,2291,2291,4,TRUE
quadProb,2291,3001,0,FALSE
randSampling,609,2236,1,TRUE
linear,609,609,0,TRUE
quadProb,609,149,0,TRUE
randSampling,39,1297,1,TRUE
linear,39,39,0,TRUE
quadProb,39,3001,0,FALSE
randSampling,2487,2859,1,TRUE
linear,2487,2487,1,TRUE
quadProb,2487,3001,0,FALSE
randSampling,652,319,1,TRUE
linear,652,652,0,TRUE
quadProb,652,3001,0,FALSE
randSampling,624,200,1,TRUE
linear,624,624,1,TRUE
quadProb,624,3001,0,FALSE
randSampling,1782,2122,1,TRUE
linear,1782,1782,1,TRUE
quadProb,1782,3001,0,FALSE
randSampling,579,2523,1,TRUE
linear,579,579,0,TRUE
quadProb,579,3001,0,FALSE
randSampling,2587,878,1,TRUE
linear,2587,2587,2,TRUE
quadProb,2587,3001,0,FALSE
randSampling,2685,2100,1,TRUE
linear,2685,2685,1,TRUE
quadProb,2685,3001,0,FALSE
randSampling,2325,372,1,TRUE
linear,2325,2325,0,TRUE
quadProb,2325,3001,0,FALSE
randSampling,743,2830,5,TRUE
linear,743,743,1,TRUE
quadProb,743,3001,0,FALSE
randSampling,266,2885,1,TRUE
linear,266,266,1,TRUE
quadProb,266,3001,0,FALSE
randSampling,1613,2899,1,TRUE
linear,1613,1613,1,TRUE
quadProb,1613,3001,0,FALSE
randSampling,496,2573,1,TRUE
linear,496,496,1,TRUE
quadProb,496,3001,0,FALSE
randSampling,773,862,1,TRUE
linear,773,773,0,TRUE
quadProb,773,3001,0,FALSE
randSampling,1676,1052,1,TRUE
linear,1676,1676,1,TRUE
quadProb,1676,3001,0,FALSE
randSampling,805,1948,6,TRUE
linear,805,805,2,TRUE
quadProb,805,3001,0,FALSE
randSampling,756,2110,3,TRUE
linear,756,756,1,TRUE
quadProb,756,3001,0,FALSE
randSampling,590,134,2,TRUE
linear,590,590,1,TRUE
quadProb,590,3001,0,FALSE
randSampling,2771,2022,1,TRUE
linear,2771,2771,2,TRUE
quadProb,2771,3001,0,FALSE
randSampling,2568,2349,1,TRUE
linear,2568,2568,0,TRUE
quadProb,2568,3001,0,FALSE
randSampling,1954,2033,1,TRUE
linear,1954,1954,1,TRUE
quadProb,1954,3001,0,FALSE
randSampling,903,675,12,TRUE
linear,903,903,4,TRUE
quadProb,903,3001,0,FALSE
randSampling,280,2369,3,TRUE
linear,280,280,2,TRUE
quadProb,280,69,1,TRUE
randSampling,1567,910,5,TRUE
linear,1567,1567,2,TRUE
quadProb,1567,3001,0,FALSE
randSampling,268,461,3,TRUE
linear,268,268,5,TRUE
quadProb,268,225,6,TRUE
randSampling,78,600,4,TRUE
linear,78,78,3,TRUE
quadProb,78,3001,0,FALSE
randSampling,1206,2193,3,TRUE
linear,1206,1206,3,TRUE
quadProb,1206,3001,0,FALSE
randSampling,1601,1718,1,TRUE
linear,1601,1601,1,TRUE
quadProb,1601,3001,0,FALSE
randSampling,879,797,1,TRUE
linear,879,879,1,TRUE
quadProb,879,3001,0,FALSE
randSampling,798,2345,3,TRUE
linear,798,798,4,TRUE
quadProb,798,3001,0,FALSE
randSampling,1847,1124,1,TRUE
linear,1847,1847,1,TRUE
quadProb,1847,3001,0,FALSE
randSampling,1006,2638,2,TRUE
linear,1006,1006,0,TRUE
quadProb,1006,3001,0,FALSE
randSampling,2091,1855,1,TRUE
linear,2091,2091,1,TRUE
quadProb,2091,159,1,TRUE
randSampling,1744,2284,1,TRUE
linear,1744,1744,0,TRUE
quadProb,1744,3001,0,FALSE
randSampling,2966,565,1,TRUE
linear,2966,2966,1,TRUE
quadProb,2966,208,0,TRUE
randSampling,736,1511,1,TRUE
linear,736,736,1,TRUE
quadProb,736,3001,0,FALSE
randSampling,2049,1692,1,TRUE
linear,2049,2049,1,TRUE
quadProb,2049,3001,0,FALSE
randSampling,2351,305,4,TRUE
linear,2351,2351,3,TRUE
quadProb,2351,3001,0,FALSE
randSampling,1654,2342,1,TRUE
linear,1654,1654,1,TRUE
quadProb,1654,3001,0,FALSE
randSampling,873,133,1,TRUE
linear,873,873,1,TRUE
quadProb,873,3001,0,FALSE
randSampling,697,2740,1,TRUE
linear,697,697,0,TRUE
quadProb,697,3001,0,FALSE
randSampling,2803,452,1,TRUE
linear,2803,2803,1,TRUE
quadProb,2803,3001,0,FALSE
randSampling,2916,821,1,TRUE
linear,2916,2916,1,TRUE
quadProb,2916,3001,0,FALSE
randSampling,1495,2612,8,TRUE
linear,1495,1495,2,TRUE
quadProb,1495,3001,0,FALSE
randSampling,588,251,1,TRUE
linear,588,588,2,TRUE
quadProb,588,3001,0,FALSE
randSampling,571,336,1,TRUE
linear,571,571,0,TRUE
quadProb,571,3001,0,FALSE
randSampling,2462,2426,1,TRUE
linear,2462,2462,0,TRUE
quadProb,2462,3001,0,FALSE
randSampling,1077,1219,1,TRUE
linear,1077,1077,1,TRUE
quadProb,1077,3001,0,FALSE
randSampling,2655,32,1,TRUE
linear,2655,2655,0,TRUE
quadProb,2655,3001,0,FALSE
randSampling,2597,1033,1,TRUE
linear,2597,2597,0,TRUE
quadProb,2597,245,6,TRUE
randSampling,2580,132,1,TRUE
linear,2580,2580,1,TRUE
quadProb,2580,3001,0,FALSE
randSampling,238,133,1,TRUE
linear,238,238,1,TRUE
quadProb,238,3001,0,FALSE
randSampling,1159,231,1,TRUE
linear,1159,1159,1,TRUE
quadProb,1159,3001,0,FALSE
randSampling,646,1135,1,TRUE
linear,646,646,1,TRUE
quadProb,646,235,4,TRUE
randSampling,2304,2579,2,TRUE
linear,2304,2304,0,TRUE
quadProb,2304,3001,0,FALSE
randSampling,233,2330,3,TRUE
linear,233,233,1,TRUE
quadProb,233,3001,0,FALSE
randSampling,1467,1312,1,TRUE
linear,1467,1467,1,TRUE
quadProb,1467,3001,0,FALSE
randSampling,1476,2921,1,TRUE
linear,1476,1476,0,TRUE
quadProb,1476,212,0,TRUE
randSampling,100,746,5,TRUE
linear,100,100,1,TRUE
quadProb,100,3001,0,FALSE
randSampling,933,1922,1,TRUE
linear,933,933,0,TRUE
quadProb,933,3001,0,FALSE
randSampling,147,2760,2,TRUE
linear,147,147,3,TRUE
quadProb,147,3001,0,FALSE
randSampling,2458,2866,1,TRUE
linear,2458,2458,0,TRUE
quadProb,2458,3001,0,FALSE
randSampling,1359,2812,1,TRUE
linear,1359,1359,1,TRUE
quadProb,1359,3001,0,FALSE
randSampling,2420,2725,1,TRUE
linear,2420,2420,1,TRUE
quadProb,2420,3001,0,FALSE
randSampling,1345,2212,1,TRUE
linear,1345,1345,0,TRUE
quadProb,1345,51,5,TRUE
randSampling,1139,2743,1,TRUE
linear,1139,1139,0,TRUE
quadProb,1139,3001,0,FALSE
randSampling,2179,1365,1,TRUE
linear,2179,2179,0,TRUE
quadProb,2179,3001,0,FALSE
randSampling,1341,732,1,TRUE
linear,1341,1341,1,TRUE
quadProb,1341,249,1,TRUE
randSampling,1401,1182,1,TRUE
linear,1401,1401,1,TRUE
quadProb,1401,3001,0,FALSE
randSampling,641,2633,1,TRUE
linear,641,641,5,TRUE
quadProb,641,3001,0,FALSE
randSampling,2237,1477,1,TRUE
linear,2237,2237,0,TRUE
quadProb,2237,3001,0,FALSE
randSampling,2283,333,1,TRUE
linear,2283,2283,0,TRUE
quadProb,2283,3001,0,FALSE
randSampling,2602,139,1,TRUE
linear,2602,2602,0,TRUE
quadProb,2602,3001,0,FALSE
randSampling,2119,1331,1,TRUE
linear,2119,2119,0,TRUE
quadProb,2119,3001,0,FALSE
randSampling,1849,1757,1,TRUE
linear,1849,1849,1,TRUE
quadProb,1849,54,7,TRUE
randSampling,1316,820,1,TRUE
linear,1316,1316,1,TRUE
quadProb,1316,3001,0,FALSE
randSampling,1306,874,3,TRUE
linear,1306,1306,2,TRUE
quadProb,1306,139,1,TRUE
randSampling,2317,2141,1,TRUE
linear,2317,2317,1,TRUE
quadProb,2317,3001,0,FALSE
randSampling,854,484,1,TRUE
linear,854,854,2,TRUE
quadProb,854,3001,0,FALSE
randSampling,1084,649,1,TRUE
linear,1084,1084,0,TRUE
quadProb,1084,3001,0,FALSE
randSampling,2208,953,1,TRUE
linear,2208,2208,1,TRUE
quadProb,2208,3001,0,FALSE
randSampling,158,316,5,TRUE
linear,158,158,1,TRUE
quadProb,158,3001,0,FALSE
randSampling,1068,22,1,TRUE
linear,1068,1068,1,TRUE
quadProb,1068,3001,0,FALSE
randSampling,2466,556,3,TRUE
linear,2466,2466,4,TRUE
quadProb,2466,3001,0,FALSE
randSampling,1422,2594,4,TRUE
linear,1422,1422,4,TRUE
quadProb,1422,3001,0,FALSE
randSampling,2202,1764,3,TRUE
linear,2202,2202,4,TRUE
quadProb,2202,3001,0,FALSE
randSampling,2762,643,3,TRUE
linear,2762,2762,2,TRUE
quadProb,2762,63,5,TRUE
randSampling,79,595,3,TRUE
linear,79,79,2,TRUE
quadProb,79,3001,0,FALSE
randSampling,1626,2955,6,TRUE
linear,1626,1626,2,TRUE
quadProb,1626,110,4,TRUE
randSampling,720,2343,1,TRUE
linear,720,720,1,TRUE
quadProb,720,3001,0,FALSE
randSampling,27,510,1,TRUE
linear,27,27,0,TRUE
quadProb,27,31,1,TRUE
randSampling,1088,1669,2,TRUE
linear,1088,1088,2,TRUE
quadProb,1088,3001,0,FALSE
randSampling,404,2664,1,TRUE
linear,404,404,2,TRUE
quadProb,404,3001,0,FALSE
randSampling,629,656,9,TRUE
linear,629,629,1,TRUE
quadProb,629,3001,0,FALSE
randSampling,158,1697,1,TRUE
linear,158,158,0,TRUE
quadProb,158,3001,0,FALSE
randSampling,680,2269,1,TRUE
linear,680,680,1,TRUE
quadProb,680,3001,0,FALSE
randSampling,1515,2545,1,TRUE
linear,1515,1515,0,TRUE
quadProb,1515,3001,0,FALSE
randSampling,1973,442,1,TRUE
linear,1973,1973,0,TRUE
quadProb,1973,3001,0,FALSE
randSampling,1625,392,1,TRUE
linear,1625,1625,0,TRUE
quadProb,1625,250,1,TRUE
randSampling,1878,2874,1,TRUE
linear,1878,1878,0,TRUE
quadProb,1878,102,1,TRUE
randSampling,690,2809,1,TRUE
linear,690,690,0,TRUE
quadProb,690,3001,0,FALSE
randSampling,2592,1179,1,TRUE
linear,2592,2592,3,TRUE
quadProb,2592,3001,0,FALSE
randSampling,2303,2964,2,TRUE
linear,2303,2303,1,TRUE
quadProb,2303,3001,0,FALSE
randSampling,1367,818,2,TRUE
linear,1367,1367,1,TRUE
quadProb,1367,3001,0,FALSE
randSampling,2971,2065,1,TRUE
linear,2971,2971,1,TRUE
quadProb,2971,3001,0,FALSE
randSampling,2227,1194,1,TRUE
linear,2227,2227,1,TRUE
quadProb,2227,3001,0,FALSE
randSampling,1049,1607,3,TRUE
linear,1049,1049,1,TRUE
quadProb,1049,3001,0,FALSE
randSampling,2521,868,1,TRUE
linear,2521,2521,1,TRUE
quadProb,2521,3001,0,FALSE
randSampling,2084,395,1,TRUE
linear,2084,2084,1,TRUE
quadProb,2084,3001,0,FALSE
randSampling,2733,1625,2,TRUE
linear,2733,2733,1,TRUE
quadProb,2733,3001,0,FALSE
randSampling,201,508,1,TRUE
linear,201,201,2,TRUE
quadProb,201,147,1,TRUE
randSampling,1291,1247,1,TRUE
linear,1291,1291,1,TRUE
quadProb,1291,3001,0,FALSE
randSampling,2960,2150,1,TRUE
linear,2960,2960,1,TRUE
quadProb,2960,3001,0,FALSE
randSampling,884,2460,1,TRUE
linear,884,884,2,TRUE
quadProb,884,3001,0,FALSE
randSampling,1778,1356,1,TRUE
linear,1778,1778,1,TRUE
quadProb,1778,3001,0,FALSE
randSampling,1562,1738,1,TRUE
linear,1562,1562,7,TRUE
quadProb,1562,553,0,TRUE
randSampling,2096,1947,1,TRUE
linear,2096,2096,1,TRUE
quadProb,2096,3001,0,FALSE
randSampling,170,1678,1,TRUE
linear,170,170,2,TRUE
quadProb,170,3001,0,FALSE
randSampling,2105,147,1,TRUE
linear,2105,2105,1,TRUE
quadProb,2105,3001,0,FALSE
randSampling,2877,2935,1,TRUE
